,Distance_startpoint_Yamuna,depth_MSL
544,57755.363529912735,239
545,57861.53147757801,239
546,57967.6994252433,239
547,58073.86737290858,240
548,58180.03532057386,239
549,58286.20326823914,240
550,58392.37121590442,240
551,58498.5391635697,240
552,58604.70711123498,240
553,58710.87505890026,239
554,58817.043006565546,239
555,58923.210954230824,239
556,59029.3789018961,239
557,59135.54684956138,240
558,59241.71479722667,240
559,59347.88274489195,240
560,59454.050692557226,240
561,59560.218640222505,240
562,59666.38658788779,240
563,59772.55453555307,240
564,59878.72248321835,241
565,59984.89043088363,241
566,60091.058378548914,241
567,60197.22632621419,241
568,60303.39427387947,241
569,60409.56222154475,241
570,60515.73016921004,240
571,60621.898116875316,240
572,60728.066064540595,240
573,60834.234012205874,240
574,60940.40195987116,240
575,61046.56990753644,240
576,61152.73785520172,241
577,61258.905802867004,241
578,61365.07375053228,241
579,61471.24169819756,240
580,61577.40964586284,241
581,61683.57759352813,241
582,61789.745541193406,241
583,61895.913488858685,240
584,62002.081436523964,239
585,62108.24938418925,238
586,62214.41733185453,236
587,62320.58527951981,234
588,62426.75322718509,232
589,62532.92117485037,232
590,62639.08912251565,232
591,62745.25707018093,231
592,62851.42501784621,230
593,62957.592965511496,229
594,63063.760913176775,230
595,63169.928860842054,231
596,63276.09680850733,232
597,63382.26475617262,232
598,63488.4327038379,233
599,63594.60065150318,233
600,63700.768599168456,233
601,63806.93654683374,234
602,63913.10449449902,234
603,64019.2724421643,232
604,64125.44038982958,235
605,64231.608337494865,239
606,64337.776285160144,240
607,64443.94423282542,240
608,64550.1121804907,240
609,64656.28012815599,240
610,64762.44807582127,240
611,64868.616023486546,240
612,64974.783971151825,240
613,65080.95191881711,239
614,65187.11986648239,239
615,65293.28781414767,240
616,65399.45576181295,240
617,65505.623709478234,240
618,65611.7916571435,240
619,65717.9596048088,240
620,65824.12755247408,240
621,65930.29550013936,240
622,66036.46344780464,241
623,66142.63139546991,240
624,66248.7993431352,240
625,66354.96729080047,240
626,66461.13523846575,240
627,66567.30318613104,240
628,66673.47113379632,240
629,66779.6390814616,242
630,66885.80702912688,241
631,66991.97497679216,240
632,67098.14292445744,240
633,67204.31087212272,240
634,67310.478819788,240
635,67416.64676745329,241
636,67522.81471511857,242
637,67628.98266278385,240
638,67735.15061044913,240
639,67841.3185581144,240
640,67947.48650577969,240
641,68053.65445344496,241
642,68159.82240111026,240
643,68265.99034877554,239
644,68372.15829644082,239
645,68478.3262441061,240
646,68584.49419177137,239
647,68690.66213943665,239
648,68796.83008710193,239
649,68902.99803476721,239
650,69009.1659824325,239
651,69115.33393009778,241
652,69221.50187776306,240
653,69327.66982542834,241
654,69433.83777309362,240
655,69540.0057207589,240
656,69646.17366842418,239
657,69752.34161608946,239
658,69858.50956375475,238
659,69964.67751142003,238
660,70070.8454590853,238
661,70177.01340675059,238
662,70283.18135441586,239
663,70389.34930208114,239
664,70495.51724974642,238
665,70601.6851974117,239
666,70707.853145077,238
667,70814.02109274227,238
668,70920.18904040755,238
669,71026.35698807283,241
670,71132.52493573811,240
671,71238.69288340339,237
672,71344.86083106867,238
673,71451.02877873395,238
674,71557.19672639924,237
675,71663.36467406452,237
676,71769.5326217298,238
677,71875.70056939508,238
678,71981.86851706036,237
679,72088.03646472564,237
680,72194.20441239091,237
681,72300.3723600562,237
682,72406.54030772149,237
683,72512.70825538677,237
684,72618.87620305204,237
685,72725.04415071732,237
686,72831.2120983826,237
687,72937.38004604788,238
688,73043.54799371316,237
689,73149.71594137844,237
690,73255.88388904373,237
691,73362.05183670901,237
692,73468.21978437429,237
693,73574.38773203957,237
694,73680.55567970485,237
695,73786.72362737013,237
696,73892.8915750354,236
697,73999.05952270069,236
698,74105.22747036598,237
699,74211.39541803126,237
700,74317.56336569654,238
701,74423.73131336182,237
702,74529.8992610271,237
703,74636.06720869237,236
704,74742.23515635765,235
705,74848.40310402295,236
706,74954.57105168822,236
707,75060.7389993535,237
708,75166.90694701878,237
709,75273.07489468406,238
710,75379.24284234934,238
711,75485.41079001462,237
712,75591.5787376799,237
713,75697.74668534519,237
714,75803.91463301047,237
715,75910.08258067575,238
716,76016.25052834103,237
717,76122.4184760063,237
718,76228.58642367159,236
719,76334.75437133687,237
720,76440.92231900214,237
721,76547.09026666744,237
722,76653.25821433272,237
723,76759.426161998,237
724,76865.59410966327,237
725,76971.76205732855,237
726,77077.93000499383,237
727,77184.09795265911,237
728,77290.26590032439,238
729,77396.43384798968,239
730,77502.60179565496,240
731,77608.76974332024,239
732,77714.93769098552,239
733,77821.1056386508,238
734,77927.27358631608,238
735,78033.44153398136,237
736,78139.60948164664,238
737,78245.77742931193,237
738,78351.94537697721,237
739,78458.11332464249,237
740,78564.28127230777,237
741,78670.44921997304,237
742,78776.61716763832,237
743,78882.7851153036,237
744,78988.95306296888,237
745,79095.12101063418,237
746,79201.28895829945,236
747,79307.45690596473,236
748,79413.62485363001,236
749,79519.79280129529,237
750,79625.96074896057,236
751,79732.12869662585,236
752,79838.29664429113,236
753,79944.46459195642,236
754,80050.6325396217,235
755,80156.80048728698,235
756,80262.96843495226,235
757,80369.13638261754,235
758,80475.30433028282,235
759,80581.4722779481,236
760,80687.64022561337,235
761,80793.80817327867,235
762,80899.97612094395,235
763,81006.14406860922,237
764,81112.3120162745,236
765,81218.47996393978,235
766,81324.64791160506,236
767,81430.81585927034,238
768,81536.98380693563,239
769,81643.15175460091,238
770,81749.31970226619,237
771,81855.48764993147,237
772,81961.65559759675,237
773,82067.82354526203,237
774,82173.9914929273,237
775,82280.15944059259,237
776,82386.32738825788,237
777,82492.49533592316,237
778,82598.66328358844,237
779,82704.83123125372,238
780,82810.999178919,238
781,82917.16712658427,238
782,83023.33507424955,238
783,83129.50302191483,237
784,83235.67096958013,237
785,83341.8389172454,237
786,83448.00686491068,237
787,83554.17481257596,238
788,83660.34276024124,238
789,83766.51070790652,237
790,83872.6786555718,237
791,83978.84660323708,237
792,84085.01455090237,237
793,84191.18249856765,237
794,84297.35044623293,238
795,84403.51839389821,238
796,84509.68634156349,237
797,84615.85428922877,236
798,84722.02223689404,236
799,84828.19018455932,236
800,84934.35813222462,236
801,85040.5260798899,238
802,85146.69402755518,238
803,85252.86197522045,238
804,85359.02992288573,238
805,85465.19787055101,236
806,85571.36581821629,236
807,85677.53376588157,237
808,85783.70171354686,238
809,85889.86966121214,238
810,85996.03760887742,238
811,86102.2055565427,237
812,86208.37350420798,237
813,86314.54145187326,237
814,86420.70939953854,236
815,86526.87734720382,237
816,86633.04529486911,236
817,86739.21324253439,236
818,86845.38119019967,236
819,86951.54913786495,236
820,87057.71708553022,236
821,87163.8850331955,237
822,87270.05298086078,237
823,87376.22092852606,237
824,87482.38887619135,236
825,87588.55682385663,237
826,87694.72477152191,237
827,87800.89271918719,237
828,87907.06066685247,237
829,88013.22861451775,236
830,88119.39656218303,236
831,88225.56450984831,236
832,88331.7324575136,235
833,88437.90040517888,236
834,88544.06835284416,235
835,88650.23630050944,235
836,88756.40424817472,236
837,88862.57219584,236
838,88968.74014350527,235
839,89074.90809117057,235
840,89181.07603883585,236
841,89287.24398650113,236
842,89393.4119341664,236
843,89499.57988183168,236
844,89605.74782949696,236
845,89711.91577716224,236
846,89818.08372482752,236
847,89924.25167249281,235
848,90030.41962015809,235
849,90136.58756782337,235
850,90242.75551548865,236
851,90348.92346315393,236
852,90455.09141081921,235
853,90561.25935848449,236
854,90667.42730614977,237
855,90773.59525381506,239
856,90879.76320148034,236
857,90985.93114914562,236
858,91092.0990968109,236
859,91198.26704447618,236
860,91304.43499214145,235
861,91410.60293980673,235
862,91516.77088747201,234
863,91622.9388351373,234
864,91729.10678280258,234
865,91835.27473046786,234
866,91941.44267813314,234
867,92047.61062579842,234
868,92153.7785734637,234
869,92259.94652112898,234
870,92366.11446879426,234
871,92472.28241645955,234
872,92578.45036412483,234
873,92684.61831179011,234
874,92790.78625945539,233
875,92896.95420712067,233
876,93003.12215478595,234
877,93109.29010245122,233
878,93215.4580501165,233
879,93321.6259977818,233
880,93427.79394544708,234
881,93533.96189311236,235
882,93640.12984077763,234
883,93746.29778844291,234
884,93852.46573610819,233
885,93958.63368377347,233
886,94064.80163143875,233
887,94170.96957910404,233
888,94277.13752676932,233
889,94383.3054744346,232
890,94489.47342209988,233
891,94595.64136976516,233
892,94701.80931743044,232
893,94807.97726509572,232
894,94914.145212761,232
895,95020.31316042629,232
896,95126.48110809157,232
897,95232.64905575685,233
898,95338.81700342213,234
899,95444.9849510874,233
900,95551.15289875268,233
901,95657.32084641796,234
902,95763.48879408326,233
903,95869.65674174853,232
904,95975.82468941381,232
905,96081.99263707909,232
906,96188.16058474437,232
907,96294.32853240965,232
908,96400.49648007493,232
909,96506.66442774021,233
910,96612.8323754055,233
911,96719.00032307078,232
912,96825.16827073606,232
913,96931.33621840134,231
914,97037.50416606662,232
915,97143.6721137319,232
916,97249.84006139718,232
917,97356.00800906245,232
918,97462.17595672775,232
919,97568.34390439303,231
920,97674.5118520583,232
921,97780.67979972358,232
922,97886.84774738886,233
923,97993.01569505414,234
924,98099.18364271942,234
925,98205.3515903847,232
926,98311.51953805,232
927,98417.68748571527,232
928,98523.85543338055,231
929,98630.02338104583,235
930,98736.19132871111,235
931,98842.35927637639,234
932,98948.52722404167,231
933,99054.69517170695,226
934,99160.86311937224,224
935,99267.03106703752,222
936,99373.1990147028,220
937,99479.36696236808,220
938,99585.53491003336,219
939,99691.70285769863,219
940,99797.87080536391,218
941,99904.03875302919,215
942,100010.20670069449,214
943,100116.37464835976,214
944,100222.54259602504,214
945,100328.71054369032,214
946,100434.8784913556,215
947,100541.04643902088,214
948,100647.21438668616,214
949,100753.38233435144,213
950,100859.55028201673,213
951,100965.71822968201,213
952,101071.88617734729,213
953,101178.05412501257,213
954,101284.22207267785,213
955,101390.39002034313,213
956,101496.5579680084,213
957,101602.72591567368,213
958,101708.89386333898,213
959,101815.06181100426,213
960,101921.22975866953,213
961,102027.39770633481,214
962,102133.5656540001,214
963,102239.73360166537,213
964,102345.90154933065,213
965,102452.06949699594,212
966,102558.23744466122,213
967,102664.4053923265,213
968,102770.57333999178,213
969,102876.74128765706,212
970,102982.90923532234,212
971,103089.07718298762,213
972,103195.2451306529,213
973,103301.41307831819,213
974,103407.58102598347,212
975,103513.74897364875,212
976,103619.91692131403,212
977,103726.0848689793,212
978,103832.25281664458,212
979,103938.42076430986,211
980,104044.58871197514,212
981,104150.75665964044,212
982,104256.92460730571,212
983,104363.092554971,212
984,104469.26050263627,211
985,104575.42845030155,210
986,104681.59639796683,209
987,104787.76434563211,209
988,104893.93229329739,209
989,105000.10024096268,209
990,105106.26818862796,203
991,105212.43613629324,203
992,105318.60408395852,203
993,105424.7720316238,197
994,105530.93997928908,197
995,105637.10792695436,201
996,105743.27587461963,205
997,105849.44382228493,206
998,105955.6117699502,205
999,106061.77971761549,201
